"Year","State","type","production","Avg","Measures","Materials","Chemical","Value"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB","(TOTAL)","OTHER","3,586,800"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"(NITROGEN)","10,676,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"(PHOSPHATE)","5,745,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"(POTASH)","10,583,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS",NA,"MEASURED IN LB",NA,"(SULFUR)","2,637,000"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.213"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE","0.358"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","1.878"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYFLUFENAMID = 555550)","FUNGICIDE","0.022"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.32"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","0.59"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.214"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUOPYRAM = 80302)","FUNGICIDE","0.119"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUXAPYROXAD = 138009)","FUNGICIDE","0.17"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","0.488"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MYCLOBUTANIL = 128857)","FUNGICIDE","0.104"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PENTHIOPYRAD = 90112)","FUNGICIDE","0.301"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","0.044"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","2.425"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","FUNGICIDE","0.112"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","0.171"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRIMETHANIL = 288201)","FUNGICIDE","0.628"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(QUINOLINE = 55459)","FUNGICIDE","0.096"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE","4.865"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(TETRACONAZOLE = 120603)","FUNGICIDE","0.038"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","0.636"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIRAM = 79801)","FUNGICIDE","2.078"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","0.114"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(TRIFLUMIZOLE = 128879)","FUNGICIDE","0.241"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUMIOXAZIN = 129034)","HERBICIDE","0.096"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(OXYFLUORFEN = 111601)","HERBICIDE","0.353"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PENDIMETHALIN = 108501)","HERBICIDE","1.364"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ABAMECTIN = 122804)","INSECTICIDE","0.019"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ACEQUINOCYL = 6329)","INSECTICIDE","0.297"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ACETAMIPRID = 99050)","INSECTICIDE","0.118"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(AZADIRACHTIN = 121701)","INSECTICIDE","0.032"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENAZATE = 586)","INSECTICIDE","0.49"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","0.098"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.071"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"INSECTICIDE","0.179"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FENPROPATHRIN = 127901)","INSECTICIDE","0.286"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FENPYROXIMATE = 129131)","INSECTICIDE","0.105"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLONICAMID = 128016)","INSECTICIDE","0.082"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUPYRADIFURONE = 122304)","INSECTICIDE","0.172"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(HEXYTHIAZOX = 128849)","INSECTICIDE","0.181"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(IMIDACLOPRID = 129099)","INSECTICIDE","0.5"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MALATHION = 57701)","INSECTICIDE","1.799"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(METHOXYFENOZIDE = 121027)","INSECTICIDE","0.176"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(NALED = 34401)","INSECTICIDE","0.891"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(NEEM OIL","INSECTICIDE","6.34"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(NOVALURON = 124002)","INSECTICIDE","0.073"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRETHRINS = 69001)","INSECTICIDE","0.054"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINETORAM = 110007)","INSECTICIDE","0.069"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINOSAD = 110003)","INSECTICIDE","0.091"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPIROMESIFEN = 24875)","INSECTICIDE","0.25"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIAMETHOXAM = 60109)","INSECTICIDE","0.06"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CHLOROPICRIN = 81501)","OTHER","236.901"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DICHLOROPROPENE = 29001)","OTHER","83.195"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUTRIAFOL = 128940)","OTHER","0.113"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(REYNOUTRIA SACHALINE = 55809)","OTHER","0.226"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"(NITROGEN)","18"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"(PHOSPHATE)","15"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"(POTASH)","24"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION",NA,"(SULFUR)","9"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.298"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BOSCALID = 128008)","FUNGICIDE","0.565"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CAPTAN = 81301)","FUNGICIDE","6.452"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYFLUFENAMID = 555550)","FUNGICIDE","0.026"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYPRODINIL = 288202)","FUNGICIDE","0.461"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENHEXAMID = 90209)","FUNGICIDE","1.005"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","FUNGICIDE","0.307"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUOPYRAM = 80302)","FUNGICIDE","0.143"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUXAPYROXAD = 138009)","FUNGICIDE","0.217"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MEFENOXAM = 113502)","FUNGICIDE","0.711"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MYCLOBUTANIL = 128857)","FUNGICIDE","0.167"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PENTHIOPYRAD = 90112)","FUNGICIDE","0.402"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","0.05"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","3.52"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PROPICONAZOLE = 122101)","FUNGICIDE","0.221"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRACLOSTROBIN = 99100)","FUNGICIDE","0.305"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRIMETHANIL = 288201)","FUNGICIDE","0.762"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(QUINOLINE = 55459)","FUNGICIDE","0.113"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SULFUR = 77501)","FUNGICIDE","12.88"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(TETRACONAZOLE = 120603)","FUNGICIDE","0.055"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","0.827"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIRAM = 79801)","FUNGICIDE","4.285"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","0.148"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(TRIFLUMIZOLE = 128879)","FUNGICIDE","0.396"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUMIOXAZIN = 129034)","HERBICIDE","0.105"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(OXYFLUORFEN = 111601)","HERBICIDE","0.355"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PENDIMETHALIN = 108501)","HERBICIDE","1.944"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ABAMECTIN = 122804)","INSECTICIDE","0.027"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ACEQUINOCYL = 6329)","INSECTICIDE","0.364"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ACETAMIPRID = 99050)","INSECTICIDE","0.165"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(AZADIRACHTIN = 121701)","INSECTICIDE","0.06"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENAZATE = 586)","INSECTICIDE","0.645"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","0.163"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","0.084"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"INSECTICIDE","0.24"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENPROPATHRIN = 127901)","INSECTICIDE","0.397"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENPYROXIMATE = 129131)","INSECTICIDE","0.128"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLONICAMID = 128016)","INSECTICIDE","0.105"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUPYRADIFURONE = 122304)","INSECTICIDE","0.234"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(HEXYTHIAZOX = 128849)","INSECTICIDE","0.212"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(IMIDACLOPRID = 129099)","INSECTICIDE","0.63"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MALATHION = 57701)","INSECTICIDE","3.062"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(METHOXYFENOZIDE = 121027)","INSECTICIDE","0.214"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NALED = 34401)","INSECTICIDE","1.091"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NEEM OIL","INSECTICIDE","10.762"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NOVALURON = 124002)","INSECTICIDE","0.119"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRETHRINS = 69001)","INSECTICIDE","0.137"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110007)","INSECTICIDE","0.083"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINOSAD = 110003)","INSECTICIDE","0.104"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPIROMESIFEN = 24875)","INSECTICIDE","0.319"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","INSECTICIDE","0.086"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CHLOROPICRIN = 81501)","OTHER","256.687"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(DICHLOROPROPENE = 29001)","OTHER","85.17"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUTRIAFOL = 128940)","OTHER","0.129"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(REYNOUTRIA SACHALINE = 55809)","OTHER","0.307"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(NITROGEN)","307"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(PHOSPHATE)","172"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(POTASH)","315"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR",NA,"(SULFUR)","91"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(AZOXYSTROBIN = 128810)","FUNGICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","FUNGICIDE","1.5"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BACILLUS SUBTILIS = 6479)","FUNGICIDE","2.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BOSCALID = 128008)","FUNGICIDE","1.6"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CAPTAN = 81301)","FUNGICIDE","3.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYFLUFENAMID = 555550)","FUNGICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYPRODINIL = 288202)","FUNGICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENHEXAMID = 90209)","FUNGICIDE","1.7"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUDIOXONIL = 71503)","FUNGICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUOPYRAM = 80302)","FUNGICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUXAPYROXAD = 138009)","FUNGICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MEFENOXAM = 113502)","FUNGICIDE","1.5"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MYCLOBUTANIL = 128857)","FUNGICIDE","1.6"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PENTHIOPYRAD = 90112)","FUNGICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(POLYOXIN D ZINC SALT = 230000)","FUNGICIDE","1.1"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(POTASSIUM BICARBON. = 73508)","FUNGICIDE","1.5"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PROPICONAZOLE = 122101)","FUNGICIDE","2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRACLOSTROBIN = 99100)","FUNGICIDE","1.8"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRIMETHANIL = 288201)","FUNGICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(QUINOLINE = 55459)","FUNGICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SULFUR = 77501)","FUNGICIDE","2.6"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(TETRACONAZOLE = 120603)","FUNGICIDE","1.5"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIOPHANATE-METHYL = 102001)","FUNGICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIRAM = 79801)","FUNGICIDE","2.1"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(TRIFLOXYSTROBIN = 129112)","FUNGICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(TRIFLUMIZOLE = 128879)","FUNGICIDE","1.6"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUMIOXAZIN = 129034)","HERBICIDE","1.1"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","1"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PENDIMETHALIN = 108501)","HERBICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ABAMECTIN = 122804)","INSECTICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ACEQUINOCYL = 6329)","INSECTICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ACETAMIPRID = 99050)","INSECTICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(AZADIRACHTIN = 121701)","INSECTICIDE","1.9"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENAZATE = 586)","INSECTICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","1.7"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAK ABTS-1857 = 6523)","INSECTICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","2.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","1.1"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CHLORANTRANILIPROLE = 90100)","INSECTICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","INSECTICIDE","1.1"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER",NA,"INSECTICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENPROPATHRIN = 127901)","INSECTICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENPYROXIMATE = 129131)","INSECTICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLONICAMID = 128016)","INSECTICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUPYRADIFURONE = 122304)","INSECTICIDE","1.4"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(HEXYTHIAZOX = 128849)","INSECTICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(IMIDACLOPRID = 129099)","INSECTICIDE","1.3"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","1.7"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(METHOXYFENOZIDE = 121027)","INSECTICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NALED = 34401)","INSECTICIDE","1.2"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NEEM OIL","INSECTICIDE","1.7"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NOVALURON = 124002)","INSECTICIDE","1.6"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRETHRINS = 69001)","INSECTICIDE","2.5"
"2018","CALIFORNIA","BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINETORAM = 110007)","INSECTICIDE","1.2"
